priority_rank,residual_id,record_id,release_tag,video_name,dvids_id,dvids_url,matched_terms,priority_band,priority_reason,current_lane_status,local_source_hint,source_availability_class,recommended_scan_mode,recommended_crop_strategy,publication_boundary,next_action
3,DOW-UAP-PR069-METADATA-001,DOW-UAP-PR069,release-02,,1007781,https://www.dvidshub.net/video/1007781,reticle,P3,P1 source was acquired and bounded quicklook/OCR review is complete; residual work is only for exhaustive all-frame OCR or alternate label geometry.,bounded_p1_review_no_meter_candidate,source-files-not-included/DOD_111720700.mp4,local_source_path_listed_not_redistributed,optional exhaustive all-frame OCR or alternate label-geometry review,reuse prior full-frame/focus sheets; add PR051/PR059-style label-geometry crops before dense OCR,Bounded P1 review did not promote a visible label; this is not an exhaustive all-frame absence claim.,Run exhaustive all-frame OCR or alternate label-geometry review only if a stronger absence claim is needed; keep derived crops out of Git.
3,DOW-UAP-PR070-METADATA-001,DOW-UAP-PR070,release-02,DOD_111720720.mp4,1007783,https://www.dvidshub.net/video/1007783,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR071-METADATA-001,DOW-UAP-PR071,release-02,DOD_111720731.mp4,1007784,https://www.dvidshub.net/video/1007784,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR072-METADATA-001,DOW-UAP-PR072,release-02,DOD_111720752.mp4,1007788,https://www.dvidshub.net/video/1007788,altered,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR073-METADATA-001,DOW-UAP-PR073,release-02,,1007790,https://www.dvidshub.net/video/1007790,"field-of-view, sensor display, zoom",P3,P1 source was acquired and bounded quicklook/OCR review is complete; residual work is only for exhaustive all-frame OCR or alternate label geometry.,bounded_p1_review_no_meter_candidate,source-files-not-included/DOD_111720765.mp4,local_source_path_listed_not_redistributed,optional exhaustive all-frame OCR or alternate label-geometry review,reuse prior full-frame/focus sheets; add PR051/PR059-style label-geometry crops before dense OCR,Bounded P1 review did not promote a visible label; this is not an exhaustive all-frame absence claim.,Run exhaustive all-frame OCR or alternate label-geometry review only if a stronger absence claim is needed; keep derived crops out of Git.
3,DOW-UAP-PR074-METADATA-001,DOW-UAP-PR074,release-02,DOD_111720775.mp4,1007791,https://www.dvidshub.net/video/1007791,"field-of-view, zoom",P3,"P2 source was acquired outside Git and sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_acquired_ocr_no_meter_candidate,source-files-not-included/DOD_111720775.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded acquired-source P2 OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR075-METADATA-001,DOW-UAP-PR075,release-02,DOD_111720809.mp4,1007795,https://www.dvidshub.net/video/1007795,contrast,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR076-METADATA-001,DOW-UAP-PR076,release-02,DOD_111720857.mp4,1007804,https://www.dvidshub.net/video/1007804,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR077-METADATA-001,DOW-UAP-PR077,release-02,DOD_111720884.mp4,1007809,https://www.dvidshub.net/video/1007809,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR078-METADATA-001,DOW-UAP-PR078,release-02,DOD_111720890.mp4,1007812,https://www.dvidshub.net/video/1007812,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR079-METADATA-001,DOW-UAP-PR079,release-02,DOD_111720899.mp4,1007816,https://www.dvidshub.net/video/1007816,"field-of-view, zoom",P3,"P2 source was acquired outside Git and sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_acquired_ocr_no_meter_candidate,source-files-not-included/DOD_111720899.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded acquired-source P2 OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR080-METADATA-001,DOW-UAP-PR080,release-02,DOD_111720856.mp4,1007803,https://www.dvidshub.net/video/1007803,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR081-METADATA-001,DOW-UAP-PR081,release-02,DOD_111720858.mp4,1007805,https://www.dvidshub.net/video/1007805,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR082-METADATA-001,DOW-UAP-PR082,release-02,DOD_111720861.mp4,1007807,https://www.dvidshub.net/video/1007807,contrast,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR083-METADATA-001,DOW-UAP-PR083,release-02,DOD_111720883.mp4,1007808,https://www.dvidshub.net/video/1007808,"field-of-view, zoom",P3,"P2 source was acquired outside Git and sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_acquired_ocr_no_meter_candidate,source-files-not-included/DOD_111720883.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded acquired-source P2 OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR084-METADATA-001,DOW-UAP-PR084,release-02,DOD_111720886.mp4,1007810,https://www.dvidshub.net/video/1007810,contrast,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR085-METADATA-001,DOW-UAP-PR085,release-02,DOD_111720822.mp4,1007796,https://www.dvidshub.net/video/1007796,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR086-METADATA-001,DOW-UAP-PR086,release-02,DOD_111720827.mp4,1007797,https://www.dvidshub.net/video/1007797,contrast,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR087-METADATA-001,DOW-UAP-PR087,release-02,DOD_111720830.mp4,1007799,https://www.dvidshub.net/video/1007799,contrast,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR088-METADATA-001,DOW-UAP-PR088,release-02,DOD_111720843.mp4,1007800,https://www.dvidshub.net/video/1007800,"field-of-view, zoom",P3,"P2 source was acquired outside Git and sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_acquired_ocr_no_meter_candidate,source-files-not-included/DOD_111720843.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded acquired-source P2 OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR089-METADATA-001,DOW-UAP-PR089,release-02,DOD_111719730.mp4,1007712,https://www.dvidshub.net/video/1007712,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR090-METADATA-001,DOW-UAP-PR090,release-02,DOD_111719746.mp4,1007719,https://www.dvidshub.net/video/1007719,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_false_ocr_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR091-METADATA-001,DOW-UAP-PR091,release-02,DOD_111719739.mp4,1007716,https://www.dvidshub.net/video/1007716,contrast,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR092-METADATA-001,DOW-UAP-PR092,release-02,DOD_111719736.mp4,1007715,https://www.dvidshub.net/video/1007715,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR093-METADATA-001,DOW-UAP-PR093,release-02,DOD_111719795.mp4,1007721,https://www.dvidshub.net/video/1007721,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR094-METADATA-001,DOW-UAP-PR094,release-02,DOD_111719799.mp4,1007722,https://www.dvidshub.net/video/1007722,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR095-METADATA-001,DOW-UAP-PR095,release-02,DOD_111719804.mp4,1007725,https://www.dvidshub.net/video/1007725,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_false_ocr_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR096-METADATA-001,DOW-UAP-PR096,release-02,DOD_111719807.mp4,1007726,https://www.dvidshub.net/video/1007726,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_false_ocr_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR097-METADATA-001,DOW-UAP-PR097,release-02,DOD_111719813.mp4,1007728,https://www.dvidshub.net/video/1007728,"field-of-view, zoom",P3,"P2 source was acquired outside Git and sampled with display-focused OCR; residual work is manual contact-sheet review, alternate geometry, or denser OCR.",bounded_p2_acquired_ocr_false_ocr_candidate,source-files-not-included/DOD_111719813.mp4,local_source_path_listed_not_redistributed,optional manual contact-sheet review or denser OCR if a stronger absence claim is needed,reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,Bounded acquired-source P2 OCR did not promote a visible label; this is not an exhaustive frame-level absence claim.,"Run manual contact-sheet review, alternate label-geometry crops, or denser OCR only if a stronger absence claim is needed; keep derived crops out of Git."
3,DOW-UAP-PR098-METADATA-001,DOW-UAP-PR098,release-02,DOD_111719833.mp4,1007737,https://www.dvidshub.net/video/1007737,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
3,DOW-UAP-PR099-METADATA-001,DOW-UAP-PR099,release-02,DOD_111719835.mp4,1007738,https://www.dvidshub.net/video/1007738,field-of-view,P3,Residual public source URL was sampled remotely with display-focused OCR; residual work is source acquisition/hashing or denser OCR if a stronger claim is needed.,bounded_residual_remote_ocr_no_meter_candidate,,remote_public_mp4_sampled_not_retained,"optional source acquisition/hashing, manual contact-sheet review, or denser OCR if a stronger absence claim is needed",reuse center/reticle and display-strip ROIs; add case-specific crops before any promotion decision,"Bounded residual remote-frame OCR did not promote a visible label; source MP4s were not retained or hashed, and this is not an exhaustive frame-level absence claim.",Acquire and hash source MP4 outside Git only if a stronger source-retained claim is needed; otherwise run alternate label-geometry crops or denser OCR as follow-up.
4,DOW-UAP-PR31-METADATA-001,DOW-UAP-PR31,release-01,DOD_111688970.mp4,1006076,https://www.dvidshub.net/video/1006076,sensor display,P4,Already scanned as a PR44-style negative control; residual work is limited to non-PR44 geometry.,classified_negative_control:no_matching_label,source-files-not-included/DOD_111688970.mp4,local_source_path_listed_not_redistributed,classification/control follow-up only,manual review only if a non-PR44 label geometry is suspected,Do not treat this row as a visible label until frame-level review confirms one.,Run only when source media is available outside the publish set; keep derived crops out of Git.
4,DOW-UAP-PR32-METADATA-001,DOW-UAP-PR32,release-01,DOD_111688997.mp4,1006078,https://www.dvidshub.net/video/1006078,sensor display,P4,Already scanned as a PR44-style negative control; residual work is limited to non-PR44 geometry.,classified_negative_control:no_matching_label,source-files-not-included/DOD_111688997.mp4,local_source_path_listed_not_redistributed,classification/control follow-up only,manual review only if a non-PR44 label geometry is suspected,Do not treat this row as a visible label until frame-level review confirms one.,Run only when source media is available outside the publish set; keep derived crops out of Git.
4,DOW-UAP-PR34-METADATA-001,DOW-UAP-PR34,release-01,DOD_111689011.mp4,1006080,https://www.dvidshub.net/video/1006080,"field-of-view, reticle, zoom",P4,Already scanned as a PR44-style negative control; residual work is limited to non-PR44 geometry.,classified_negative_control:no_matching_label,source-files-not-included/DOD_111689011.mp4,local_source_path_listed_not_redistributed,classification/control follow-up only,manual review only if a non-PR44 label geometry is suspected,Do not treat this row as a visible label until frame-level review confirms one.,Run only when source media is available outside the publish set; keep derived crops out of Git.
4,DOW-UAP-PR36-METADATA-001,DOW-UAP-PR36,release-01,DOD_111689030.mp4,1006083,https://www.dvidshub.net/video/1006083,"Range, field-of-view, reticle, zoom",P4,Already scanned as a PR44-style negative control; residual work is limited to non-PR44 geometry.,classified_negative_control:no_matching_label,source-files-not-included/DOD_111689030.mp4,local_source_path_listed_not_redistributed,classification/control follow-up only,manual review only if a non-PR44 label geometry is suspected,Do not treat this row as a visible label until frame-level review confirms one.,Run only when source media is available outside the publish set; keep derived crops out of Git.
4,DOW-UAP-PR45-METADATA-001,DOW-UAP-PR45,release-01,DOD_111689123.mp4,1006105,https://www.dvidshub.net/video/1006105,"field-of-view, reticle, zoom",P4,Already scanned as a PR44-style negative control; residual work is limited to non-PR44 geometry.,classified_negative_control:no_matching_label,source-files-not-included/DOD_111689123.mp4,local_source_path_listed_not_redistributed,classification/control follow-up only,manual review only if a non-PR44 label geometry is suspected,Do not treat this row as a visible label until frame-level review confirms one.,Run only when source media is available outside the publish set; keep derived crops out of Git.
