video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,detection_mode,candidate_count,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,fill_ratio,polarity,top_third_proxy,component_max_luma,component_min_luma,component_mean_luma,local_median_luma,contrast_delta,distance_from_reticle_px,distance_from_annotation_focus_px,edge_margin_px,detection_threshold,raw_score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689082.mp4,DOW-UAP-PR40,48,48.0,1440,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,medium,compact-contrast,2,532.1,305.5,529,301,8,10,59,0.738,bright,yes,135,111,124.54,104.0,29.0,487.95,352.24,172.12,14.0,420.284,"usable top-third contrast candidate, but cloud texture and contrast cycling limit object continuity",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0048_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0048_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,49,49.0,1470,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,medium,compact-contrast,2,538.8,351.8,535,344,9,16,99,0.688,bright,yes,139,121,129.98,111.0,28.0,461.31,335.4,178.85,14.0,462.467,"usable top-third contrast candidate, but cloud texture and contrast cycling limit object continuity",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0049_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0049_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,50,50.0,1500,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,medium,compact-contrast,1,544.0,377.0,539,372,11,10,87,0.791,bright,yes,149,125,135.07,115.0,34.0,446.79,327.2,184.0,14.0,497.462,"usable top-third contrast candidate, but cloud texture and contrast cycling limit object continuity",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0050_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0050_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,51,51.0,1530,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,low,compact-contrast,2,538.4,359.5,535,356,8,8,48,0.75,bright,yes,142,125,135.46,117.0,25.0,458.58,334.67,178.44,14.0,382.0,"weak, off-lane, or texture-confounded post-annotation contrast candidate",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0051_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0051_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,52,52.0,1560,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,medium,compact-contrast,2,530.0,341.0,526,337,9,9,56,0.691,bright,yes,139,121,130.14,111.0,28.0,473.83,345.98,170.0,14.0,407.841,"usable top-third contrast candidate, but cloud texture and contrast cycling limit object continuity",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0052_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,53,53.0,1590,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,low,compact-contrast,1,522.0,329.5,518,326,9,8,56,0.778,bright,yes,137,122,130.36,113.0,24.0,485.96,356.1,162.0,14.0,389.769,"weak, off-lane, or texture-confounded post-annotation contrast candidate",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0053_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,54,54.0,1620,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,medium,compact-contrast,1,510.6,319.1,508,316,6,7,36,0.857,bright,yes,139,122,130.47,113.0,26.0,500.73,369.5,150.61,14.0,372.424,"usable top-third contrast candidate, but cloud texture and contrast cycling limit object continuity",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0054_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,55,55.0,1650,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,low,compact-contrast,1,501.2,318.2,498,315,7,7,34,0.694,bright,yes,139,124,131.85,116.0,24.0,509.63,378.91,141.18,14.0,349.126,"weak, off-lane, or texture-confounded post-annotation contrast candidate",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0055_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,56,56.0,1680,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,none,compact-contrast,1,474.9,337.9,474,337,3,3,8,0.889,bright,yes,130,123,127.75,115.0,15.0,525.55,400.79,114.88,14.0,265.156,candidate is too weak for this phase,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0056_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,57,57.0,1710,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,low,compact-contrast,1,462.2,381.4,459,373,7,17,98,0.824,bright,yes,148,131,140.49,123.0,25.0,522.41,408.45,102.23,14.0,451.01,"weak, off-lane, or texture-confounded post-annotation contrast candidate",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0057_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,58,58.0,1740,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,none,compact-contrast,0,,,,,,,,,,no,,,,,,,,,,,no compact contrast candidate survived overlay and redaction filtering,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0058_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,59,59.0,1770,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,low,compact-contrast,2,925.0,445.8,921,441,8,11,64,0.727,dark,yes,64,57,60.03,76.0,18.0,100.51,68.45,164.2,14.0,379.682,"weak, off-lane, or texture-confounded post-annotation contrast candidate",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0059_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0059_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,60,60.0,1800,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,medium,compact-contrast,13,1070.2,390.7,1064,386,12,11,87,0.659,bright,yes,116,88,102.21,79.0,35.0,185.53,200.71,219.25,15.0,504.956,"usable top-third contrast candidate, but cloud texture and contrast cycling limit object continuity",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0060_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0060_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,61,61.0,1830,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,medium,compact-contrast,18,1085.1,460.5,1080,454,11,14,103,0.669,bright,yes,123,86,101.75,75.0,45.0,148.17,222.12,149.46,15.0,567.6,"usable top-third contrast candidate, but cloud texture and contrast cycling limit object continuity",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0061_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0061_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,62,62.0,1860,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,low,compact-contrast,18,1209.8,355.2,1205,349,10,14,105,0.75,dark,yes,59,37,47.2,69.0,25.0,310.68,343.38,254.79,18.0,454.376,"weak, off-lane, or texture-confounded post-annotation contrast candidate",research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0062_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0062_patch.jpg
DOD_111689082.mp4,DOW-UAP-PR40,63,63.0,1890,post-annotation top-third tracking,DVIDS 00:15-01:03: sensor pans while contrast/zoom settings cycle,none,compact-contrast,0,,,,,,,,,,no,,,,,,,,,,,no compact contrast candidate survived overlay and redaction filtering,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/annotated-frames/frame_0063_annotated.jpg,research/ufo-derived/video-motion-pass/pr40-top-third-review/DOD_111689082/target-patches/frame_0063_patch.jpg

