video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,candidate_group_count,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_count,star_like_proxy,component_area,component_min_luma,dark_contrast_delta,fill_ratio,aspect_ratio,distance_from_reticle_px,edge_margin_px,raw_score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689051.mp4,DOW-UAP-PR38,51,51.0,1530,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1182.1,655.7,1059,547,254,214,5,yes,5704,1,119.0,0.1049,1.187,250.4,314.3,8122.099,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0051_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0051_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,52,52.0,1560,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,4,1125.8,713.2,989,615,272,194,7,yes,5522,1,118.0,0.1046,1.402,239.8,256.79,10023.845,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0052_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,53,53.0,1590,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,4,1088.3,759.0,967,667,259,154,3,yes,5545,2,117.0,0.139,1.682,253.8,211.0,5772.948,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0053_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,54,54.0,1620,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,5,1079.2,783.0,958,699,247,122,3,yes,5154,1,130.0,0.171,2.025,270.7,186.97,5625.96,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0054_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,55,55.0,1650,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",low,10,1095.8,792.8,1085,757,22,64,1,no,1013,13,108.0,0.7195,2.909,286.91,177.24,1734.913,weak or partially overlay-confounded dark contrast group,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0055_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,56,56.0,1680,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",low,8,1125.7,956.1,1090,943,70,27,3,yes,908,15,63.0,0.4804,2.593,447.84,13.95,2092.606,weak or partially overlay-confounded dark contrast group,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0056_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,57,57.0,1710,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",low,8,1160.4,955.2,1112,942,99,28,1,yes,1710,10,84.0,0.6169,3.536,461.0,14.85,2427.247,weak or partially overlay-confounded dark contrast group,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0057_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,58,58.0,1740,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",low,6,1176.2,960.8,1119,942,105,28,3,yes,854,18,86.0,0.2905,3.75,473.1,9.17,1925.029,weak or partially overlay-confounded dark contrast group,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0058_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,59,59.0,1770,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",low,8,1122.6,952.1,1015,942,222,28,2,yes,2673,2,115.0,0.43,7.929,442.97,17.94,3389.722,weak or partially overlay-confounded dark contrast group,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0059_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0059_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,60,60.0,1800,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1017.7,796.9,981,750,70,71,3,yes,1414,0,98.0,0.2845,1.014,263.32,173.09,3169.235,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0060_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0060_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,61,61.0,1830,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,948.5,688.5,852,617,194,169,4,yes,5309,1,91.0,0.1619,1.148,148.94,281.51,6328.143,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0061_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0061_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,62,62.0,1860,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,8,1100.9,581.9,1032,511,167,151,3,yes,5197,1,85.0,0.2061,1.106,147.02,388.1,5442.862,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0062_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0062_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,63,63.0,1890,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,5,1165.9,652.2,1073,579,193,152,1,yes,5416,1,109.0,0.1846,1.27,234.51,317.77,4051.565,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0063_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0063_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,64,64.0,1920,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1009.2,704.4,922,634,189,159,3,yes,5331,1,99.0,0.1774,1.189,171.62,265.58,5391.72,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0064_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0064_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,65,65.0,1950,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,926.3,638.3,832,608,196,98,2,yes,3572,1,83.0,0.186,2.0,103.94,331.69,4890.838,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0065_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0065_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,66,66.0,1980,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1090.9,524.3,1032,438,145,165,3,yes,4415,3,65.0,0.1845,1.138,131.79,424.33,5019.627,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0066_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0066_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,67,67.0,2010,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1209.7,572.1,1121,506,189,129,2,yes,5130,2,77.0,0.2104,1.465,251.73,397.85,4378.461,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0067_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0067_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,68,68.0,2040,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1244.2,653.1,1153,573,187,147,1,yes,5346,0,97.0,0.1945,1.272,305.84,316.9,3948.225,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0068_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0068_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,69,69.0,2070,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1271.1,684.3,1178,611,181,143,1,yes,5237,0,102.0,0.2023,1.266,342.92,285.72,3966.912,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0069_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0069_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,70,70.0,2100,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1304.1,667.5,1191,597,204,136,1,yes,5282,1,106.0,0.1904,1.5,366.95,302.47,4007.792,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0070_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0070_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,71,71.0,2130,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1315.5,645.2,1235,582,165,127,1,yes,5293,0,95.0,0.2526,1.299,370.75,324.82,3865.877,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0071_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0071_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,72,72.0,2160,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1314.1,594.0,1226,536,176,105,1,yes,5093,2,92.0,0.2756,1.676,358.19,376.0,3814.454,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0072_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0072_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,73,73.0,2190,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1317.3,580.0,1221,519,190,116,2,yes,4856,8,101.0,0.2203,1.638,359.55,389.98,4079.152,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0073_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0073_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,74,74.0,2220,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1313.0,574.2,1226,509,167,116,1,yes,5070,3,92.0,0.2617,1.44,354.62,395.78,3825.761,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0074_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0074_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,75,75.0,2250,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1282.7,567.6,1194,503,179,131,2,yes,4947,1,91.0,0.211,1.366,323.91,402.42,4541.614,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0075_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0075_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,76,76.0,2280,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1245.6,570.3,1163,494,170,142,1,yes,4805,2,88.0,0.199,1.197,287.2,399.7,3855.384,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0076_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0076_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,77,77.0,2310,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1205.4,581.7,1119,524,180,130,1,yes,4938,1,90.0,0.211,1.385,248.92,388.29,3858.533,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0077_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0077_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,78,78.0,2340,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1158.6,595.6,1064,539,192,124,2,yes,5034,3,92.0,0.2114,1.548,206.27,374.35,4491.466,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0078_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0078_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,79,79.0,2370,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,8,1119.4,582.2,1042,527,151,115,1,yes,4344,1,88.0,0.2502,1.313,164.87,387.81,3782.254,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0079_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0079_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,80,80.0,2400,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,8,1087.8,575.4,1032,517,133,117,2,yes,4058,1,72.0,0.2608,1.137,132.65,394.58,4242.723,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0080_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0080_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,81,81.0,2430,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,5,1071.6,552.3,1032,488,128,127,1,yes,3593,8,77.0,0.221,1.008,112.23,417.74,3703.233,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0081_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0081_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,82,82.0,2460,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1076.6,557.4,1032,492,123,133,2,yes,3850,2,85.0,0.2353,1.081,117.86,412.58,4372.633,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0082_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0082_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,83,83.0,2490,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,8,1085.8,543.2,1032,485,129,122,3,yes,3765,4,78.0,0.2392,1.057,125.84,426.84,4789.834,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0083_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0083_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,84,84.0,2520,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1059.7,540.4,1032,485,98,111,3,yes,2678,1,69.0,0.2462,1.133,99.73,429.63,4289.094,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0084_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0084_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,85,85.0,2550,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,8,396.1,940.6,369,930,37,36,1,yes,226,2,118.0,0.1697,1.028,691.74,29.38,1413.232,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0085_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0085_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,86,86.0,2580,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,395.7,940.3,369,930,37,36,1,yes,229,2,115.0,0.1719,1.028,691.82,29.72,1396.008,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0086_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0086_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,87,87.0,2610,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,9,395.9,940.5,369,930,37,36,1,yes,232,2,117.0,0.1742,1.028,691.87,29.45,1411.334,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0087_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0087_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,88,88.0,2640,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,8,950.3,632.8,882,617,147,54,1,yes,2371,2,84.0,0.2987,2.722,93.34,337.17,3363.92,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0088_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0088_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,89,89.0,2670,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,395.9,940.4,369,930,37,36,1,yes,233,2,116.0,0.1749,1.028,691.74,29.64,1405.869,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0089_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0089_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,90,90.0,2700,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1119.2,574.5,1071,526,114,91,1,yes,3515,6,87.0,0.3388,1.253,162.9,395.52,3617.873,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0090_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0090_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,91,91.0,2730,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,8,1292.7,616.6,1238,555,121,113,1,yes,4240,9,111.0,0.3101,1.071,341.39,353.43,3897.958,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0091_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0091_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,92,92.0,2760,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1333.8,630.2,1268,579,135,101,2,yes,4333,5,97.0,0.3178,1.337,384.51,339.76,3958.804,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0092_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0092_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,93,93.0,2790,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,8,1336.3,599.3,1272,556,130,87,1,yes,4142,10,109.0,0.3662,1.494,380.99,370.68,3813.97,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0093_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0093_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,94,94.0,2820,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,8,1314.1,597.4,1253,552,131,95,1,yes,3982,1,100.0,0.32,1.379,358.75,372.58,3796.438,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0094_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0094_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,95,95.0,2850,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1256.1,593.3,1194,550,123,96,1,yes,3980,2,92.0,0.3371,1.281,300.9,376.68,3726.893,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0095_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0095_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,96,96.0,2880,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1207.7,558.1,1156,513,120,95,1,yes,3559,5,88.0,0.3122,1.263,248.35,411.95,3678.55,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0096_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0096_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,97,97.0,2910,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,7,1157.8,586.0,1096,545,124,80,1,yes,3485,3,93.0,0.3513,1.55,203.11,383.99,3630.507,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0097_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0097_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,98,98.0,2940,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,1098.4,608.0,1043,562,128,95,1,yes,3566,9,94.0,0.2933,1.347,154.17,361.99,3756.975,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0098_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0098_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,99,99.0,2970,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,9,1047.1,602.0,998,564,118,72,2,yes,1566,5,93.0,0.1843,1.639,106.94,368.0,3194.287,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0099_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0099_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,100,100.0,3000,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,6,397.5,941.2,371,930,35,36,1,yes,213,3,105.0,0.169,1.029,690.88,28.83,1303.579,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0100_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0100_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,101,101.0,3030,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",high,10,395.9,940.4,369,930,37,36,1,yes,233,2,119.0,0.1749,1.028,691.74,29.64,1426.869,dark star-like contrast group recovered in the sensor field,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0101_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0101_patch.jpg
DOD_111689051.mp4,DOW-UAP-PR38,102,102.0,3060,post-cut in-field star-like contrast,"DVIDS 00:35-01:43: following apparent cut, area generally remains within field of view",low,8,916.1,606.0,877,580,69,45,2,yes,188,56,44.0,0.0605,1.533,79.24,364.01,1112.962,weak or partially overlay-confounded dark contrast group,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/annotated-frames/frame_0102_annotated.jpg,research/ufo-derived/video-motion-pass/pr38-startrail-review/DOD_111689051/target-patches/frame_0102_patch.jpg
