case,record_id,video,second,frame_index,roi,ocr_text,normalized_text,meter_label_candidate,candidate_rule,tesseract_psm,sample_step_seconds,source_media_boundary
PR058,DOW-UAP-PR058,DOD_111719800.mp4,60,1800,lower_center_crop,—_—,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,75,2250,focus_crop,m4,M4,yes,"(\d{1,3}\s*M\b|\bM\s*\d{1,3}|\bSM\b)",11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,75,2250,lower_center_crop,//,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,90,2700,focus_crop,= . oe 5 == al Ve ~ & 7,OE 5 AL VE 7,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,90,2700,lower_center_crop,9 a a &,9 A A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,105,3150,focus_crop,— “ts,TS,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,105,3150,lower_center_crop,// ee iii,EE III,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,120,3600,focus_crop,me =... g aw! =o — ht » Oe || 5 Pbn-liees seer = wa —~_ “~- er. ow —_—- OO,ME G AW O HT OE 5 PBN LIEES SEER WA ER OW OO,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,120,3600,lower_center_crop,J ed —___—,J ED,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,135,4050,focus_crop,a a _ —_ —-—— = Be - J gee —_ = aD 4,A A BE J GEE AD 4,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,135,4050,lower_center_crop,= an ‘ +,AN,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,150,4500,focus_crop,| ff a 2 ee mn —. (7 pee ~ jee “- <7,FF A 2 EE MN 7 PEE JEE 7,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,150,4500,lower_center_crop,a osieeninl h/ a —_ L — ~ om,A OSIEENINL H A L OM,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,165,4950,focus_crop,: | ang |,ANG,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,165,4950,lower_center_crop,sy “4 —SJ_JI|,SY 4 SJ JI,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,180,5400,focus_crop,a a ee ——_~—___—_. ~wm “— fT ED ap | “ig. - eS CO,A A EE WM FT ED AP IG ES CO,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,180,5400,lower_center_crop,—— coté,COT,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,195,5850,focus_crop,"CC OO =e = ee — i , , ae —~f ee —— @ == ° =a, a ll ee",CC OO E EE I AE F EE A A LL EE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,195,5850,lower_center_crop,"SS =~ — —_hidie™-- - —— = ee, ee — am",SS HIDIE EE EE AM,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,210,6300,focus_crop,"—_— wi: af a. @ 2 = =~ ~ i ., a ee ee",WI AF A 2 I A EE EE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,210,6300,lower_center_crop,———_—,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,225,6750,focus_crop,ia “71 -,IA 71,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,225,6750,lower_center_crop,"—ii, — —S _",II S,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,240,7200,focus_crop,~- = | “Satis a... =z-,SATIS A Z,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,240,7200,lower_center_crop,Ss,SS,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,255,7650,focus_crop,=a,A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,255,7650,lower_center_crop,ieee = —« re a =,IEEE RE A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,270,8100,focus_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,270,8100,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,285,8550,focus_crop,_!,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,285,8550,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,300,9000,focus_crop,|,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,300,9000,lower_center_crop,"/Z i,",Z I,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,315,9450,focus_crop,IN,IN,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,315,9450,lower_center_crop,=,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,330,9900,focus_crop,=—*t-,T,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,330,9900,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,345,10350,focus_crop,UAP recording original clip 5 minutes,UAP RECORDING ORIGINAL CLIP 5 MINUTES,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,345,10350,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,360,10800,focus_crop,raid,RAID,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,360,10800,lower_center_crop,— =,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,375,11250,focus_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,375,11250,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,390,11700,focus_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,390,11700,lower_center_crop,— —,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,405,12150,focus_crop,i — —,I,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,405,12150,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,420,12600,focus_crop,= & os =,OS,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,420,12600,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,435,13050,focus_crop,i on 1 Bae) Me ( — te - ~~,I ON 1 BAE ME TE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,435,13050,lower_center_crop,— —— ee,EE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,450,13500,focus_crop,iN _— — <r ~,IN R,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,450,13500,lower_center_crop,—_ — *,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,465,13950,focus_crop,"7 — Od a ae cogent 5 , 7 ee on ae = ea . ws wee se a—- a, a «",7 OD A AE COGENT 5 7 EE ON AE EA WS WEE SE A A A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,465,13950,lower_center_crop,ee = ——~— co +e wane. - oe ope _———_ —,EE CO E WANE OE OPE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,480,14400,focus_crop,"pan fad _ -_ ——s a —_ -«— {/ -— us om, ~~ - —_ i - —- . ee ~~ — 2 _— ae",PAN FAD S A US OM I EE 2 AE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,480,14400,lower_center_crop,_-= —_ = iY = —— a -—f.f — a) ~~. 2 aw,IY A F F A 2 AW,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,495,14850,focus_crop,"> ‘eh id ~ —- “i ee — . -—-F eT i -= -_- —_-- ~ — ane gt eo. ~~ _—_-:- Nemes area, a, Sa ~- =~ mm. 4 —, "">",EH ID I EE F ET I ANE GT EO NEMES AREA A SA MM 4,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,495,14850,lower_center_crop,- ~— ——s md “ —— —a es “= - ~—* oo -*,S MD A ES OO,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,510,15300,focus_crop,is ( my it m_ = ai” bit — — EE FF,IS MY IT M AI BIT EE FF,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,510,15300,lower_center_crop,—_—_ — an Pal 0 ee _ — ls -_— — |,AN PAL 0 EE LS,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,525,15750,focus_crop,-- =a} 2 ee -_—— +e —-. we mn - | emeeenenall,A 2 EE E WE MN EMEEENENALL,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,525,15750,lower_center_crop,e- — & —_—— 7“. woo ew fe ec hi ar «a.,E 7 WOO EW FE EC HI AR A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,540,16200,focus_crop,"-_ — — =—, - a ai ay —— —- £ »- i me",A AI AY I ME,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,540,16200,lower_center_crop,pee mt —— Comal we _ =,PEE MT COMAL WE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,555,16650,focus_crop,"ac “Ht -i 1» - zm ¥- - —_ = th * ? ""ee,",AC HT I 1 ZM TH EE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,555,16650,lower_center_crop,. ie - @ ~ J,IE J,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,570,17100,focus_crop,"Me ""ah _ hd -@ = I = *",ME AH HD I,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,570,17100,lower_center_crop,= = _ oo 6§-,OO 6,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,585,17550,focus_crop,"at Aa, >. ms —_ «+OCO he - —",AT AA MS OCO HE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,585,17550,lower_center_crop,= a,A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,600,18000,focus_crop,N] — af =,N AF,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,600,18000,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,615,18450,focus_crop,—_ — 7. ~~ a ie ee * “an + -,7 A IE EE AN,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,615,18450,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,630,18900,focus_crop,= = —e om oo =. ~- ry - = —_.,E OM OO RY,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,630,18900,lower_center_crop,EE -.,EE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,645,19350,focus_crop,~~ y i Ny ee a” =.,Y I NY EE A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR058,DOW-UAP-PR058,DOD_111719800.mp4,645,19350,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,0,0,focus_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,0,0,lower_center_crop,¢ ti Lg Ata yt fi I} laf. ry a 4 | tien a fhe $ ‘ Lr | 1 hs 1 bg | a a,TI LG ATA YT FI I LAF RY A 4 TIEN A FHE LR 1 HS 1 BG A A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,15,450,focus_crop,- W) a a & ite,W A A ITE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,15,450,lower_center_crop,a <a,A A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,30,900,focus_crop,a:,A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,30,900,lower_center_crop,|e 96m oad . ot,E 96M OAD OT,yes,"(\d{1,3}\s*M\b|\bM\s*\d{1,3}|\bSM\b)",11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,45,1350,focus_crop,".. — a W i, k Vad @s: = > cha",A W I K VAD S CHA,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,45,1350,lower_center_crop,"y & ites, ier a's bs a”",Y ITES IER A S BS A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,60,1800,focus_crop,W QA “ °* *~ ah:,W QA AH,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,60,1800,lower_center_crop,"“Om vs"" af",OM VS AF,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,75,2250,focus_crop,"a wd i NS ae *"" ait",A WD I NS AE AIT,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,75,2250,lower_center_crop,Ty ja ee I? «@,TY JA EE I,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,90,2700,focus_crop,~*~ Pore et sn & s & #.,PORE ET SN S,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,90,2700,lower_center_crop,sn a GN g ay ‘ & a,SN A GN G AY A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,105,3150,focus_crop,ys,YS,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,105,3150,lower_center_crop,+,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,120,3600,focus_crop,"i jomes' ” al = OF we . ¥. y.! | —_— ca- #7 NT] | » ies] a ttt * 4 ew we!, bh",I JOMES AL OF WE Y CA 7 NT IES A TTT 4 EW WE BH,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,120,3600,lower_center_crop,ny * 4 = % _,NY 4,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,135,4050,focus_crop,= | —_— oa I a) ft & -,OA I A FT,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,135,4050,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,150,4500,focus_crop,on fi — I i,ON FI I I,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,150,4500,lower_center_crop,ag= a= on,AG A ON,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,165,4950,focus_crop,"- r a ty "" |! —_—_ — li W",R A TY LI W,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,165,4950,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,180,5400,focus_crop,r 1 ¥ li —_—_ — W,R 1 LI W,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,180,5400,lower_center_crop,=_ «=a»,A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,195,5850,focus_crop,ee Bt L J I — om II ™,EE BT L J I OM II,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,195,5850,lower_center_crop,» * ~ e S [a rq. ** PE os in,E S A RQ PE OS IN,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,210,6300,focus_crop,Ii i —_ — I I mM,II I I I MM,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,210,6300,lower_center_crop,a. 34 ®. ag iy ~ ong ty a J t= an wif,A 34 AG IY ONG TY A J T AN WIF,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,225,6750,focus_crop,I — ow / ih,I OW IH,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,225,6750,lower_center_crop,I —_—— { ' u a ew ™,I U A EW,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,240,7200,focus_crop,Yh I —_— —<— II W,YH I II W,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,240,7200,lower_center_crop,a= a» I,A A I,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,255,7650,focus_crop,Aha il | I —_— —< I M,AHA IL I I M,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,255,7650,lower_center_crop,"aw ea"" A 4s a | a if. ws: .. @°* ~",AW EA A 4S A A IF WS,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,270,8100,focus_crop,I at I | I — —_ I ™,I AT I I I,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,270,8100,lower_center_crop,lw | ac | # r | w ® WW an ® -# a* ib.,LW AC R W WW AN A IB,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,285,8550,focus_crop,4 ° aad ho a,4 AAD HO A,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR059,DOW-UAP-PR059,DOD_111719809.mp4,285,8550,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR069,DOW-UAP-PR069,DOD_111720700.mp4,0,0,focus_crop,ae -_,AE,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR069,DOW-UAP-PR069,DOD_111720700.mp4,0,0,lower_center_crop,ito,ITO,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR069,DOW-UAP-PR069,DOD_111720700.mp4,15,450,focus_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR069,DOW-UAP-PR069,DOD_111720700.mp4,15,450,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,0,0,focus_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,0,0,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,15,450,focus_crop,-,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,15,450,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,30,900,focus_crop,-,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,30,900,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,45,1350,focus_crop,-,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,45,1350,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,60,1800,focus_crop,-,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,60,1800,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,75,2250,focus_crop,-,,no,,11,15,source MP4 retained outside Git; OCR text only committed
PR073,DOW-UAP-PR073,DOD_111720765.mp4,75,2250,lower_center_crop,,,no,,11,15,source MP4 retained outside Git; OCR text only committed
