file,kind,region_date_from_filename,text_status,text_chars,uap_mentions,sensor_terms,behavior_terms,evidence_weight,summary_snippet
dow-uap-d54-mission-report-mediterranean-sea-na.pdf,mission report,mediterranean-sea-na,text extracted,580,6,ES,ALTITUDE; SPEED,high: structured operational report,"1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) GENTEXT/UAP â€¢ UAP Description (e.g., size, shape, color, markings, recognizable features): (SECRET//NOFORN) 1X UAP DETECTED WITH DESCRIPTIVE INFORMATION SUCH AS BEING A TRIANGLUAR AND METALLIC UAP. (SECRET//NOFORN) â€¢ Gentext (UAP Event Description): (SECRET//NOFORN) DURING RTB AT 1319Z, 1.4(a) OBSERVED 1X UAP WHILE TRANSITING OVER 363453N 0255943E FLYING AT AN ALTITUDE OF 24,989FT MSL AND SPEED OF 168KTS. (SECRET//NOFORN) 1.4(a)"
dow-uap-d55-mission-report-syria-november-2016.pdf,mission report,syria-november-2016,text extracted,2550,0,IR; EO/IR; ES; SENSOR,UNKNOWN; UNK,low/no direct UAP signal in extracted text,"Declassified by MG Richard A. Hamson USCENTCOM Chief of Staff Declassified on: 20 M~ 67.1 P-8A OBSERVES UNIDENTIFIED LOW-FLYING OBJECT 55 NM NORTHWEST OF LATAKIA, SYRIA 18 NOV 2016 J!!Jlf: Whtie monitoring KCTG activi"
dow-uap-d56-range-fouler-debrief-arabian-sea-august-2020.pdf,range-fouler debrief,arabian-sea-august-2020,text extracted,7896,0,IR; RADAR; IFF; ES; SENSOR; AUTOTRACK,ROUND; NEGATIVE ES; RADAR TRACK; IFF TRACK; ALTITUDE; SPEED; UNKNOWN; UNK,low/no direct UAP signal in extracted text,"Deel d 11 ,1son S&Sli&i!lllll lfUI u.. purple Deel; ,Ge. ve and Â· Form"
dow-uap-d57-mission-report-gulf-of-aden-september-2020.pdf,mission report,gulf-of-aden-september-2020,text extracted,5875,0,IR; RADAR; ES; SENSOR; AUTOTRACK,ROUND; COLD OBJECT; BALLOON; ALTITUDE; SPEED,high: sensor/range-fouler detail,"Range Fouler Reportin Form Please complete this form to the best of your ability. If you do n~ot have the requested information, please leave the field blank. If there was more than one ""group "" please report each on a separate form for data collection purposes. You should receive a respons within 5 business days. â€¢ Last Name, First Name Rank Squadron SfPR Email Address Crew Position 0-3 1172 ATKS Other This information is for contact only. SPEAR sanitizes all r ports of identifying information. Absolutely no identifying information for aircrew or squadr, n will be recorded for analysis. 09/04/20 21 :09:"
dow-uap-d58-range-fouler-debrief-na-october-2020.pdf,range-fouler debrief,na-october-2020,text extracted,7492,0,IR; RADAR; ES; SENSOR; AUTOTRACK,ROUND; BALLOON; CIRCLING; ALTITUDE; SPEED; UNKNOWN; UNK,high: sensor/range-fouler detail,"ctf.le~~~.fil~ Aie-l~~raftUrple II!!! I Rl!!T 111 Ii IF 11 Oecla~M~ffif~R~li~Bffi',y~(?iS'e and Range Fouler Debrie Form email the complete file manually (see below). L, â€¢ Please complete this form to the best of your ability. If you do have the requested information, please leave the field blank. If there was more than one ""groupi,"" please report each on a separate form for data collection purposes. You should receive a respons within 5 business days. Last Name. First Name Rank Squadron S/PR Â£mail Address Crew Position 0-3 . ._l11_E_F_"
dow-uap-d6-mission-report-arabian-gulf-2020.pdf,mission report,arabian-gulf-2020,text extracted,280,1,ES,,high: structured operational report,"1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) â€¢ Description: (S//REL) AT 1246Z, 1.4(a) OBSERVED 1X PROB UAP IVO 3SKT4255899519. NO MISSION IMPACT, 1.4(a) CONTINUED ORIGINAL TASKING. 1.4(a)"
dow-uap-d60-mission-report-persian-gulf-august-2020.pdf,mission report,persian-gulf-august-2020,no/near-empty embedded text,6,0,,,needs OCR/deeper extraction,
dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,mission report,persian-gulf-august-2020,text extracted,10946,1,FMV; IR; RADAR; IFF; ES; GMESH; ANDAS4; SENSOR; TGT POD,ROUND; ALTITUDE; SPEED; UNK,high: structured operational report,"Dectass1f1ed by MG Richard A. Hamson USCENTCOM Chief of Staff Dectass1fied on 22 January 2026 Misrep 4685903 Narrative ( â€¢ t AT 2307Z,[Mi]TOOK OFF FROM OKAS. AT 2320Zi~ HANDED OVER FROM THE LRE. FROM 0003Z TO 1917Z, ~ COLLECTED SIGINT VI,} AIRHANDLER. FROM 0041Z TO 1840ZJ 1.4a !SUPPORTED NAVCENT TO OPERATION! 1.4a !IVO ARABJAN GULF, STRAIT OF HORMUZ AND GULF OF OMAN. SEE IS~ LINE 1. AT 0532Z,! 1Aa ! RECEIVED A GUARD CALL. SE"
dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,mission report,strait-of-hormuz-september-2020,text extracted,13370,3,FMV; IR; RADAR; IFF; ES; GMESH; ANDAS4; SENSOR; TGT POD,ROUND; ALTITUDE; SPEED; UNKNOWN; UNK,high: structured operational report,"EE GUARD CALL LINE 1. AT 042 IZ,[ii;JRECEIVED A GUARD CALL. SE'E GUARD CALL LINE 2. AT l 141Z.~ RECEIVED A GUARD CALL SEE GUARD CALL LINE 3. AT 1248Z,~ LOST LINK SEE EMJ LINE 1. AT 14142:J 1.4a !LOST LINK. SEE EMl LINE 2. AT 1732ZJ 1.4a !OBSERVED A UAP. SE'E OBS LINE L Af I829Z,~ WAS CLEARED TO RTB, AT 19232,G:;]BANDf:D BACK TO TliS LRE. AT l 958Z,~ LANDED AT OK.AS. FMV WAS EXPLOITtD BY DGSI. 20.9 MlSSION 1-IO~S. 15.2 IMlNT HOURS. I JMTNT TASKING PROSECUTED, 19.3 S1GTNT HOURS, 1 SIGINT TAS ING PROSECUTED. 2 TOTAL TASK1NGS PROSECUTED Admln CLASSIFICATION â€¢ Classification: â€¢ Associated Caveats: â€¢ Classification Source (MS ot Classification Guide ID): MUL11IPLE SOURCES â€¢ Declassification Date (YYYYMMDD): 20450301 OPERATION â€¢ Operation~,___ _ _ ______, 1.4a â€¢ Domain: AIR â€¢ Operations Center: 609th â€¢ Majo:r -Command (MAJ COM): ACC â€¢ Combatant Command (COCOl\'I): USCENTCOM MSGID â€¢ Repo:rt Type"
dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,mission report,strait-of-hormuz-october-2020,no/near-empty embedded text,8,0,,,needs OCR/deeper extraction,
dow-uap-d64-mission-report-iran-november-2020.pdf,mission report,iran-november-2020,text extracted,11777,8,FMV; IR; RADAR; IFF; ES; GMESH; ANDAS4; SENSOR; TGT POD,ROUND; ALTITUDE; SPEED; UNKNOWN; UNK,high: structured operational report,"F LIFE. AT 1012ZJ 1.4a ~ECEIVED A GUARDCALL. SEE GUARDCALLlLINE l. FROM 10152 TO 19I0Z, ~CONDUCTED SCANS [AW THE TARGET DECK IN cl ARABIAN GULF (AG). AT 2143Z, L.:'.:JOBSERVED A UAP. SEE OBS LINE LAT 2148Zj 1.4a ~BSERVED A SECOND UAP. SEE OBS LINE 2. FROM 19102 TO 22102,I 1.4a ~ONDUCTED OPpN WATER SCANS ISO UUV, NO IDENTIFICATION OF UUVWAS FOUND. FROM 221oz TO 0~132,~0NDUCTED SCANS IAW THE TARGET DECK lN THE ARABIAN GULF (AG). AT l l2Z~AS CLEARED OFF TASKING AND RETURNED TO BASE (RTB) JSR ASSET UTILIZATION â€¢ Snpported Unit: NAVCENT )C.... â€¢ Supported Operation: OPERATION._!_ _..Cb.... l)...,14'""""'a,____, â€¢ Precoord Time: 24 HOURS â€¢ Precoord Effectiveness: SATISFACTORY WEATHER â€¢ Weather: (U) HAZE PRECLUDED !MINT COLLECTION EFFECTIVENESS â€¢ Tasker: â€¢ Intel Gap Filled?: No "" Gentext: - Off Station â€¢ Time Off Station DTG: 030113 :002NOV20 â€¢ Total Time On Station: 18 hours 55 minutes USCENTCOM"
dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,mission report,persian-gulf-july-2020,no/near-empty embedded text,8,0,,,needs OCR/deeper extraction,
dow-uap-d7-mission-report-arabian-gulf-2020.pdf,mission report,arabian-gulf-2020,text extracted,540,6,IR; ES,BALLOON,high: structured operational report,"1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) GENTEXT/UAP â€¢ UAP Description (e.g., size, shape, color, markings, recognizable features): LOOKS LIKE A BALLOON, SIMILAR TO PREVIOUSLY REPORTED UAP FROM 48FW. â€¢ Gentext (UAP Event Description): (SECRET) OBSERVED A WEAPONS QUALITY 1 TRACK OF A UAP TRAVELING WITH THE WINDS AT 31,000 FT MSL IVO 323'S. 1.4(a) WAS ABLE TO MAKE A NEXT TO SHOOT ON THE TRACK AND VISUALLY ID THE UAP IN THE TFLIR. 1.4(a)"
dow-uap-d74-mission-report-syria-november-2023.pdf,mission report,syria-november-2023,text extracted,17121,38,FMV; IR; IFF; ES; SENSOR,ALTITUDE; VELOCITY; SPEED; UNK; DYNAMIC,high: structured operational report,"FU 81 1.4a 06 1.4a (SEE ISR 2). AT 0539Z, 1.4a WAS 7-LINED TO SUPPORT DATA MASKED. 1.4a ARRIVED ON-STATION AT 0805Z, CHECKED IN WITH DATA MASKED, AND PERFORMED FMV/SIGINT COLLECTION AT 38S MB 48 1.4a 86 1.4a (SEE ISR 3). AT 2153Z, 1.4a OBSERVED AN UNIDENTIFIED AERIAL PHENOMENON AT 37D ST 69 1.4a 07 1.4a (SEE UAP 1). AT 1933Z, 1.4a RETURNED TO BASE. AT 2254Z, 1.4a HANDED BACK TO THE 1.4a AT 2319Z, 1.4a LANDED AT 1.4a FULL MOTION VIDEO WAS EXPLOITED BY 1.4a 1.4a (SECRET//NOFORN) (S/RELIDO) Mission Narrative (SECRET//REL TO USA, FVEY) AT 0217Z, 1.4a TOOK OFF FROM 1.4a AT 0229Z, 1.4a HANDED OVER FROM THE 1.4a PROCEEDED TO FRAGGED TASKING TO SUPPORT DATA MASKED. AT 0217Z, 1.4a WAS 7-LINED TO SUPPORT DATA MASKED. 1.4a DID NOT ARRIVE ONSTATION AT 38S MB 48 1.4a 86 1.4a (SEE ON/OFF-STATION 1). AT 0355Z, 1.4a WAS 7-LINED TO SUPPORT DATA MASKED. 1.4a ARRIVED ON-STATION AT 0431Z, CHECKED IN WITH DA"
dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,mission report,gulf-of-aden-july-2024,text extracted,14577,36,FMV; IR; ES; SENSOR,ROUND; ALTITUDE; VELOCITY; SPEED; UNKNOWN; UNK; DYNAMIC,high: structured operational report,": UAP'S SPEED WAS FASTER THAN THE 1.4a, 1.4g FLYING SPEED â€¢ First Accuracy: Estimated â€¢ Call Sign: 1.4a â€¢ UAP First Seen Location: â€¢ UAP Last Seen Location: â€¢ UAP Altitude, Depth, Velocity, and Trajectory (indicate estimated or measured): GENTEXT/UAP â€¢ UAP Description (e.g., size, shape, color, markings, recognizable features): UAP HAD â€¢ Gentext (UAP Event Description): (S//REL TO USA, FVEY) 1.4a 1.4a 3.5c, (b)(6) USCENTCOM MDR 25-0072 SECRET//REL TO USA, FVEY 06/02/2025 000008 Approved for Release to AARO - FOUO/PA"
dow-uap-d8-mission-report-djibouti-2025.pdf,mission report,djibouti-2025,text extracted,552,3,ES,WHITE HOT; ROUND; DYNAMIC,high: structured operational report,"1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) 1.4(a) GENTEXT/UAP â€¢ UAP Description (e.g., size, shape, color, markings, recognizable features): (SECRET//REL TO USA, FIN, SWE, FVEY, NATO) AT 1653Z, 1.4(a) OBS 2X ROUND WHITE HOT UAPS DYNAMIC SOUTH AT APPROX 240NM/HOUR IVO 35SQT3423692957. â€¢ Gentext (UAP Event Description): (SECRET//REL TO USA, FIN, SWE, FVEY, NATO) AT 1653Z, 1.4(a) OBS 2X UAPS DYNAMIC SOUTH AT APPROX 240NM/HOUR IVO 35SQT3423692957. 1.4(a)"
dow-uap-pr20.pdf,press/report artifact,dow-uap-pr20,text extracted,796,0,,,low/no direct UAP signal in extracted text,"Recommendation by MG Richard A. Harrison USCENTCOM Chief of Staff CLEARED Recommended on: 8 Oct 25 For Open Publication Mar 10, 2026 Department of Defense OFFICE OF PREPUBLICATION AND SECURITY REVIEW USCENTCOM MDR 25-0094 thru MDR 25-0099 / JS-250710-TM8S 10/17/25 001"

